block_height,timestamp,difficulty,txs_count,miner_address,network_health,block_age,hash_entropy,miner_reputation,is_valid
2571,1771229600,15557059,52,miner_pool_3,0.9462,144,217,0.8035,1
2572,1771229720,15016819,56,miner_pool_6,0.9438,144,216,0.8724,1
2573,1771229840,15043448,40,miner_pool_7,0.9187,141,228,0.853,1
2574,1771229960,15586640,46,miner_pool_4,0.969,126,208,0.9201,1
2575,1771230080,14642819,49,miner_pool_1,0.9846,90,251,0.8528,0
2576,1771230200,15674922,49,miner_pool_3,0.901,119,225,0.8462,1
2577,1771230320,15820605,53,miner_pool_9,0.9895,106,211,0.9157,1
2578,1771230440,15994781,46,miner_pool_1,0.8674,121,211,0.8834,1
2579,1771230560,15720172,54,miner_pool_3,0.9795,94,229,0.8574,1
2580,1771230680,15729576,54,miner_pool_6,0.9837,148,236,0.8612,0
2581,1771230800,14010788,48,miner_pool_4,0.9406,129,238,0.8038,1
2582,1771230920,15760704,48,unknown_miner_759,0.9229,145,234,0.2168,1
2583,1771231040,15210991,64,miner_pool_1,0.9528,131,251,0.8298,1
2584,1771231160,14791683,47,miner_pool_5,0.9472,137,240,0.8887,1
2585,1771231280,14848320,52,miner_pool_2,0.9512,91,254,0.9274,1
2586,1771231400,15744717,51,miner_pool_2,0.9947,131,240,0.9149,1
2587,1771231520,15975981,56,miner_pool_3,0.8695,100,217,0.9231,1
2588,1771231640,15334484,42,miner_pool_5,0.8735,135,230,0.8922,1
2589,1771231760,14578365,51,miner_pool_8,0.9379,113,209,0.8132,1
2590,1771231880,14849737,55,miner_pool_7,0.9079,90,221,0.8468,1
2591,1771232000,15724626,51,miner_pool_6,0.8616,150,229,0.8316,1
2592,1771232120,14975498,46,miner_pool_5,0.8699,136,227,0.8533,1
2593,1771232240,15494225,44,miner_pool_7,0.9886,119,210,0.8741,1
2594,1771232360,15536766,52,miner_pool_8,0.9709,91,246,0.8182,1
2595,1771232480,15691379,64,unknown_miner_324,0.9903,117,221,0.5835,1
2596,1771232600,14789927,44,miner_pool_8,0.961,109,217,0.9403,1
2597,1771232720,15336102,56,miner_pool_10,0.9427,111,202,0.8482,1
2598,1771232840,14982160,50,miner_pool_6,0.9003,112,221,0.8219,1
2599,1771232960,15370458,48,miner_pool_5,0.9873,126,252,0.9142,1
2600,1771233080,15834015,45,unknown_miner_375,0.8741,115,237,0.5381,1
2601,1771233200,14033175,47,miner_pool_9,0.8787,90,217,0.8692,1
2602,1771233320,15382239,60,miner_pool_6,0.8906,137,216,0.9062,1
2603,1771233440,14000317,41,miner_pool_1,0.9486,90,213,0.8752,1
2604,1771233560,15299691,49,miner_pool_2,0.8952,108,209,0.8366,1
2605,1771233680,14243206,47,miner_pool_4,0.8714,91,213,0.8046,1
2606,1771233800,15631334,59,miner_pool_2,0.967,144,210,0.8126,1
2607,1771233920,15546984,53,miner_pool_5,0.9376,124,213,0.8154,1
2608,1771234040,14328099,44,unknown_miner_576,0.9909,121,244,0.2705,1
2609,1771234160,14616142,55,miner_pool_9,0.964,101,222,0.85,1
2610,1771234280,14010822,52,miner_pool_6,0.9492,95,232,0.9065,1
2611,1771234400,14909845,45,miner_pool_10,0.9952,106,204,0.8088,1
2612,1771234520,15284913,56,unknown_miner_746,0.9335,120,208,0.3577,1
2613,1771234640,14437437,56,miner_pool_2,0.8537,92,210,0.8746,1
2614,1771234760,15171590,50,miner_pool_1,0.9964,106,217,0.8953,1
2615,1771234880,15315487,49,miner_pool_9,0.8822,108,256,0.8181,1
2616,1771235000,15140276,57,miner_pool_9,0.8761,149,212,0.9038,1
2617,1771235120,15819950,65,miner_pool_3,0.8571,141,250,0.8616,0
2618,1771235240,14111959,56,miner_pool_9,0.9165,102,208,0.8387,1
2619,1771235360,15363920,52,miner_pool_5,0.9337,94,219,0.9206,1
2620,1771235480,14978082,43,miner_pool_3,0.8942,121,210,0.9155,1
2621,1771235600,15502356,54,miner_pool_5,0.9617,149,237,0.9469,1
2622,1771235720,14197273,55,miner_pool_7,0.8928,133,251,0.8686,1
2623,1771235840,15894525,47,miner_pool_8,0.9419,135,201,0.8769,1
2624,1771235960,14997340,54,miner_pool_9,0.978,129,244,0.9347,1
2625,1771236080,15001135,56,miner_pool_6,0.9456,131,243,0.8846,1
2626,1771236200,15726045,50,miner_pool_8,0.8627,149,217,0.9044,1
2627,1771236320,14449851,55,unknown_miner_435,0.8787,118,244,0.2615,1
2628,1771236440,15784713,39,miner_pool_1,0.8654,125,217,0.8269,1
2629,1771236560,15468444,48,miner_pool_6,0.9961,147,232,0.881,1
2630,1771236680,15995940,67,miner_pool_8,0.9149,126,232,0.8395,1
2631,1771236800,15525518,54,miner_pool_3,0.9496,132,252,0.8228,1
2632,1771236920,14482386,43,miner_pool_9,0.9331,109,207,0.9392,1
2633,1771237040,15134824,51,miner_pool_3,0.8816,122,245,0.8067,1
2634,1771237160,14963191,52,miner_pool_9,0.9646,106,212,0.9433,1
2635,1771237280,14849914,38,miner_pool_2,0.8557,141,242,0.8445,1
2636,1771237400,14741548,40,miner_pool_10,0.9591,139,210,0.9301,1
2637,1771237520,15761765,45,miner_pool_6,0.9227,107,253,0.8995,1
2638,1771237640,15487465,54,miner_pool_10,0.998,96,219,0.909,1
2639,1771237760,15190610,39,miner_pool_4,0.8718,91,256,0.9262,1
2640,1771237880,14572294,52,unknown_miner_804,0.9243,117,241,0.5142,1
2641,1771238000,15911849,56,miner_pool_8,0.9838,118,211,0.9138,1
2642,1771238120,15235045,53,miner_pool_10,0.899,143,211,0.9217,0
2643,1771238240,14698183,49,miner_pool_7,0.8821,134,228,0.8597,1
2644,1771238360,14054026,59,unknown_miner_740,0.9525,133,216,0.5493,1
2645,1771238480,14929184,50,miner_pool_2,0.9387,123,241,0.8644,1
2646,1771238600,14987845,53,miner_pool_6,0.9043,136,225,0.9163,1
2647,1771238720,14347487,55,miner_pool_10,0.9095,144,212,0.915,1
2648,1771238840,15048758,54,miner_pool_9,0.9201,107,230,0.8978,1
2649,1771238960,14695894,46,miner_pool_7,0.9316,149,234,0.9026,1
2650,1771239080,14391069,61,unknown_miner_506,0.9399,96,222,0.3193,1
2651,1771239200,14858878,48,miner_pool_6,0.9175,90,216,0.9444,1
2652,1771239320,14256771,57,miner_pool_7,0.8939,112,201,0.8345,1
2653,1771239440,14092885,53,miner_pool_8,0.9279,102,211,0.8737,1
2654,1771239560,15774139,53,miner_pool_9,0.9118,102,222,0.8174,1
2655,1771239680,15955390,47,miner_pool_6,0.9301,149,223,0.8733,1
2656,1771239800,14554797,57,unknown_miner_906,0.8841,137,206,0.6723,1
2657,1771239920,14874427,52,miner_pool_10,0.9357,137,237,0.9466,1
2658,1771240040,15878097,45,miner_pool_4,0.9873,142,213,0.8767,1
2659,1771240160,14716989,63,miner_pool_2,0.9258,148,213,0.8873,1
2660,1771240280,14560595,53,miner_pool_6,0.857,112,255,0.8953,1
2661,1771240400,15299184,63,miner_pool_7,0.9789,102,254,0.8283,1
2662,1771240520,15568366,55,miner_pool_2,0.8564,126,235,0.8795,1
2663,1771240640,15364866,53,miner_pool_10,0.8813,99,232,0.9314,1
2664,1771240760,14026340,57,miner_pool_2,0.857,134,201,0.9385,1
2665,1771240880,14995066,58,miner_pool_5,0.8566,122,251,0.9224,1
2666,1771241000,14968234,48,miner_pool_4,0.9729,99,213,0.8925,1
2667,1771241120,15856005,42,miner_pool_8,0.9695,111,228,0.912,1
2668,1771241240,15628716,52,miner_pool_9,0.9271,128,224,0.9433,1
2669,1771241360,14164411,49,miner_pool_1,0.8891,136,246,0.9,1
2670,1771241480,15067573,54,miner_pool_5,0.8842,114,217,0.9173,1
2671,1771241600,15842113,44,miner_pool_9,0.9095,119,222,0.8762,1
2672,1771241720,14886924,47,miner_pool_6,0.9498,131,206,0.8418,1
2673,1771241840,15252470,48,miner_pool_5,0.9613,110,242,0.9353,1
2674,1771241960,14258590,64,miner_pool_1,0.9739,95,234,0.8817,1
2675,1771242080,14004861,44,miner_pool_8,0.9005,98,235,0.9321,1
2676,1771242200,15901141,50,unknown_miner_31,0.9795,107,249,0.729,1
2677,1771242320,15629656,53,miner_pool_10,0.9781,107,221,0.8097,1
2678,1771242440,14832336,45,miner_pool_9,0.9981,138,217,0.8358,1
2679,1771242560,15324754,56,miner_pool_7,0.9903,135,254,0.8931,1
2680,1771242680,14903609,48,miner_pool_1,0.9397,125,251,0.8945,1
2681,1771242800,15446543,43,miner_pool_2,0.9372,102,215,0.9191,1
2682,1771242920,15189580,44,unknown_miner_913,0.9456,138,243,0.462,1
2683,1771243040,15196908,51,miner_pool_1,0.9743,93,205,0.8819,1
2684,1771243160,14454848,60,miner_pool_1,0.8531,135,246,0.8808,1
2685,1771243280,14311527,56,miner_pool_10,0.8884,99,238,0.8214,1
2686,1771243400,15159943,50,miner_pool_5,0.9557,109,232,0.8709,1
2687,1771243520,15819459,48,miner_pool_1,0.9492,135,209,0.8578,1
2688,1771243640,15445681,52,miner_pool_4,0.8565,116,215,0.8855,1
2689,1771243760,15984517,39,miner_pool_3,0.9636,121,217,0.9358,1
2690,1771243880,14910669,51,miner_pool_8,0.9319,91,256,0.9459,1
2691,1771244000,14858426,52,miner_pool_1,0.9965,141,212,0.8875,1
2692,1771244120,14574601,47,miner_pool_5,0.8557,106,256,0.9158,1
2693,1771244240,15478985,56,miner_pool_2,0.9561,102,236,0.918,1
2694,1771244360,15547851,55,miner_pool_5,0.887,150,255,0.8876,1
2695,1771244480,15900435,50,miner_pool_7,0.9239,98,238,0.8609,0
2696,1771244600,14293066,41,miner_pool_1,0.8761,141,246,0.8529,1
2697,1771244720,15228419,41,miner_pool_7,0.9802,105,229,0.8246,1
2698,1771244840,15362804,65,miner_pool_10,0.9828,116,213,0.8471,1
2699,1771244960,14307869,43,miner_pool_1,0.9755,118,210,0.8364,1
2700,1771245080,15443832,59,unknown_miner_455,0.8887,92,200,0.4723,1
2701,1771245200,14469840,54,miner_pool_5,0.9279,147,228,0.83,1
2702,1771245320,14300091,50,miner_pool_1,0.9198,135,201,0.8032,1
2703,1771245440,15049433,38,unknown_miner_698,0.9684,90,228,0.4564,1
2704,1771245560,14763050,46,miner_pool_6,0.9009,139,231,0.8513,1
2705,1771245680,14970359,55,miner_pool_8,0.8525,146,223,0.8595,1
2706,1771245800,14343913,62,unknown_miner_325,0.8759,97,209,0.4994,1
2707,1771245920,14558980,58,unknown_miner_764,0.9697,140,210,0.4611,1
2708,1771246040,14512784,52,miner_pool_5,0.9101,137,238,0.8817,1
2709,1771246160,15818641,44,miner_pool_1,0.9254,138,239,0.8861,1
2710,1771246280,14769688,46,miner_pool_10,0.8858,125,238,0.8871,1
2711,1771246400,15742785,47,miner_pool_6,0.8506,121,232,0.9111,1
2712,1771246520,15169002,48,miner_pool_6,0.9932,115,230,0.8117,1
2713,1771246640,15483356,57,unknown_miner_267,0.9724,128,248,0.4638,1
2714,1771246760,15169460,36,miner_pool_7,0.9221,91,251,0.9228,1
2715,1771246880,14444571,48,unknown_miner_710,0.9903,121,249,0.5813,1
2716,1771247000,15024803,44,miner_pool_9,0.9404,125,214,0.8765,1
2717,1771247120,15029784,50,miner_pool_6,0.9622,95,240,0.8348,1
2718,1771247240,14222315,51,miner_pool_9,0.8577,105,256,0.8677,1
2719,1771247360,14164204,55,miner_pool_3,0.9169,113,226,0.814,1
2720,1771247480,15772937,51,miner_pool_3,0.9686,126,246,0.8114,1
2721,1771247600,14238160,53,miner_pool_5,0.8942,101,245,0.887,1
2722,1771247720,14617854,41,miner_pool_6,0.9059,135,250,0.9219,1
2723,1771247840,14153673,42,miner_pool_8,0.9952,133,227,0.8455,1
2724,1771247960,15991410,47,miner_pool_2,0.9515,131,236,0.924,1
2725,1771248080,15600850,41,unknown_miner_298,0.9587,100,220,0.4991,1
2726,1771248200,14487486,63,miner_pool_5,0.9764,102,248,0.8097,0
2727,1771248320,15949764,62,miner_pool_1,0.9631,123,230,0.8097,1
2728,1771248440,15542272,48,miner_pool_8,0.9124,144,245,0.8006,1
2729,1771248560,15719067,46,miner_pool_1,0.9918,131,256,0.8851,1
2730,1771248680,14724209,44,miner_pool_1,0.8806,112,236,0.8769,1
2731,1771248800,14490733,55,miner_pool_5,0.9117,93,242,0.9382,1
2732,1771248920,14089791,48,miner_pool_2,0.8802,132,202,0.9474,1
2733,1771249040,14821513,50,miner_pool_1,0.9365,139,241,0.8853,1
2734,1771249160,15656474,56,miner_pool_3,0.8557,98,237,0.8605,1
2735,1771249280,14025328,50,miner_pool_8,0.961,148,237,0.8595,1
2736,1771249400,15326223,52,miner_pool_2,0.8739,105,256,0.806,1
2737,1771249520,14844581,54,miner_pool_8,0.955,149,222,0.8578,1
2738,1771249640,14867275,51,miner_pool_2,0.8517,147,256,0.8744,1
2739,1771249760,15401616,44,miner_pool_9,0.9705,102,233,0.9109,1
2740,1771249880,15736888,41,miner_pool_10,0.9415,115,247,0.8495,1
2741,1771250000,14155360,53,miner_pool_7,0.9494,147,244,0.9493,1
2742,1771250120,14870515,49,miner_pool_10,0.8666,126,229,0.9402,1
2743,1771250240,15630148,41,miner_pool_8,0.8878,101,249,0.9223,1
2744,1771250360,15514649,46,miner_pool_3,0.9547,136,226,0.8844,1
2745,1771250480,14583189,41,miner_pool_5,0.983,131,246,0.808,1
2746,1771250600,15162274,38,unknown_miner_498,0.8899,124,224,0.6709,1
2747,1771250720,14377956,49,unknown_miner_632,0.8772,95,232,0.6053,1
2748,1771250840,14870446,44,miner_pool_2,0.9652,136,244,0.9204,1
2749,1771250960,15805729,57,miner_pool_8,0.9857,95,230,0.8635,1
2750,1771251080,15811278,54,miner_pool_9,0.937,113,251,0.8811,1
2751,1771251200,15629654,49,miner_pool_7,0.8896,115,239,0.8184,1
2752,1771251320,14771461,50,miner_pool_1,0.8648,127,238,0.9375,1
2753,1771251440,15271420,50,miner_pool_3,0.94,109,250,0.8907,1
2754,1771251560,15100611,57,miner_pool_2,0.9094,94,228,0.8494,1
2755,1771251680,14810859,46,miner_pool_5,0.8753,128,235,0.8358,1
2756,1771251800,14971502,50,unknown_miner_24,0.9357,140,223,0.6874,1
2757,1771251920,15254171,46,miner_pool_9,0.9781,139,234,0.8553,0
2758,1771252040,15132325,46,miner_pool_6,0.9364,143,254,0.8095,0
2759,1771252160,15813071,46,miner_pool_6,0.9317,124,219,0.8407,1
2760,1771252280,14317522,39,miner_pool_3,0.9972,127,218,0.9386,1
2761,1771252400,15301179,50,miner_pool_10,0.8775,93,250,0.8638,1
2762,1771252520,15616652,49,miner_pool_10,0.9861,93,212,0.9373,1
2763,1771252640,14645556,65,miner_pool_5,0.9266,134,205,0.844,1
2764,1771252760,14527447,48,miner_pool_1,0.8688,91,243,0.8621,1
2765,1771252880,14946888,62,miner_pool_6,0.8887,149,254,0.9003,1
2766,1771253000,15424908,53,miner_pool_8,0.858,142,254,0.8974,1
2767,1771253120,15280473,48,miner_pool_10,0.9186,113,220,0.8627,0
2768,1771253240,14866301,55,miner_pool_9,0.8729,149,247,0.8546,1
2769,1771253360,15155240,47,miner_pool_6,0.9385,117,214,0.8108,1
2770,1771253480,15333909,59,miner_pool_6,0.9728,98,230,0.8585,1
2771,1771253600,15358725,48,miner_pool_5,0.874,130,255,0.8755,1
2772,1771253720,15405283,45,miner_pool_4,0.9447,109,214,0.8791,1
2773,1771253840,15344702,42,miner_pool_1,0.928,148,219,0.8559,1
2774,1771253960,14119132,47,unknown_miner_161,0.9337,109,211,0.5555,1
2775,1771254080,15972542,53,miner_pool_6,0.8847,145,209,0.8337,1
2776,1771254200,15950302,60,miner_pool_5,0.9755,108,225,0.9071,1
2777,1771254320,15137559,53,miner_pool_3,0.9343,146,225,0.854,1
2778,1771254440,15557789,58,miner_pool_7,0.9984,132,218,0.8996,1
2779,1771254560,15109873,40,miner_pool_1,0.9454,95,222,0.8441,1
2780,1771254680,14676614,45,miner_pool_2,0.9196,108,240,0.845,1
2781,1771254800,14564665,58,miner_pool_8,0.9128,109,239,0.8875,1
2782,1771254920,15991911,58,miner_pool_1,0.9959,126,225,0.8777,1
2783,1771255040,14021106,52,unknown_miner_899,0.9856,106,210,0.5861,1
2784,1771255160,15052531,45,miner_pool_9,0.9177,102,212,0.8004,1
2785,1771255280,15084367,57,miner_pool_10,0.903,112,208,0.8537,1
2786,1771255400,15518822,53,miner_pool_1,0.9191,98,239,0.8118,1
2787,1771255520,14859159,55,miner_pool_9,0.8981,106,229,0.895,1
2788,1771255640,14319230,42,unknown_miner_756,0.8513,147,237,0.6354,1
2789,1771255760,15915235,45,miner_pool_1,0.9305,148,247,0.8518,1
2790,1771255880,14037430,56,miner_pool_10,0.9212,149,249,0.9036,1
2791,1771256000,15268046,50,miner_pool_5,0.8926,147,223,0.9339,1
2792,1771256120,14153603,42,miner_pool_9,0.8793,123,240,0.9088,1
2793,1771256240,15873836,61,miner_pool_6,0.888,90,243,0.8875,1
2794,1771256360,15435912,48,miner_pool_7,0.9183,135,231,0.826,1
2795,1771256480,15564101,52,miner_pool_10,0.9457,103,231,0.931,1
2796,1771256600,15976154,50,miner_pool_6,0.9835,123,243,0.8218,1
2797,1771256720,14698624,52,miner_pool_10,0.9552,119,242,0.8492,1
2798,1771256840,14028261,48,miner_pool_10,0.9369,108,211,0.833,1
2799,1771256960,14551166,43,miner_pool_3,0.9949,142,244,0.8292,1
2800,1771257080,14364380,50,miner_pool_7,0.9369,94,228,0.8623,1
2801,1771257200,15101221,59,miner_pool_1,0.9718,135,236,0.8896,1
2802,1771257320,14452036,68,miner_pool_3,0.933,106,230,0.836,1
2803,1771257440,15764903,52,miner_pool_8,0.9665,109,212,0.8353,1
2804,1771257560,14380329,51,miner_pool_7,0.9553,100,213,0.9179,1
2805,1771257680,14505997,52,miner_pool_8,0.8501,111,237,0.8835,1
2806,1771257800,14980565,35,miner_pool_5,0.9605,137,246,0.9337,1
2807,1771257920,14928583,44,miner_pool_7,0.8634,127,211,0.8293,1
2808,1771258040,15980178,37,miner_pool_9,0.9983,129,215,0.8678,1
2809,1771258160,14587470,43,miner_pool_10,0.8865,133,256,0.8197,1
2810,1771258280,14113645,45,miner_pool_7,0.9217,107,235,0.9262,1
2811,1771258400,14205585,58,miner_pool_6,0.9261,90,242,0.9372,1
2812,1771258520,15772032,46,miner_pool_3,0.9487,95,251,0.8447,1
2813,1771258640,15454788,47,miner_pool_9,0.8955,121,252,0.9008,1
2814,1771258760,14317375,57,miner_pool_1,0.8702,120,219,0.8902,1
2815,1771258880,15207134,44,unknown_miner_968,0.8507,136,209,0.3828,1
2816,1771259000,14065953,42,miner_pool_7,0.908,109,219,0.858,1
2817,1771259120,14727650,58,miner_pool_2,0.9256,101,230,0.9351,1
2818,1771259240,14442730,45,miner_pool_4,0.8578,137,202,0.8593,1
2819,1771259360,15878528,56,unknown_miner_314,0.9732,137,255,0.7646,1
2820,1771259480,14998431,55,miner_pool_10,0.8565,145,214,0.8787,1
2821,1771259600,14043402,43,miner_pool_7,0.8817,97,205,0.8489,1
2822,1771259720,15734288,47,unknown_miner_347,0.9102,140,206,0.5529,1
2823,1771259840,15587233,46,miner_pool_8,0.9916,104,227,0.8138,1
2824,1771259960,15508127,57,miner_pool_9,0.9969,149,246,0.905,1
2825,1771260080,15743682,50,unknown_miner_556,0.9897,130,252,0.2308,1
2826,1771260200,14499445,59,miner_pool_1,0.948,111,240,0.8905,1
2827,1771260320,15985667,44,miner_pool_8,0.8783,95,216,0.871,1
2828,1771260440,15448330,44,miner_pool_3,0.8978,121,236,0.8473,1
2829,1771260560,14522518,43,miner_pool_5,0.9593,117,250,0.9047,1
2830,1771260680,15064712,50,miner_pool_8,0.8712,149,256,0.8101,1
2831,1771260800,14740535,61,miner_pool_6,0.9012,132,240,0.8134,0
2832,1771260920,15811647,51,miner_pool_9,0.8691,98,207,0.9,1
2833,1771261040,15801538,62,miner_pool_6,0.9885,116,212,0.8634,1
2834,1771261160,15780454,45,miner_pool_2,0.8781,98,238,0.8246,1
2835,1771261280,15668120,43,miner_pool_8,0.8792,128,225,0.8634,1
2836,1771261400,15763174,41,miner_pool_3,0.9384,148,225,0.8349,1
2837,1771261520,14860857,56,miner_pool_5,0.8598,136,247,0.9252,1
2838,1771261640,14409053,45,unknown_miner_955,0.9288,133,212,0.4023,1
2839,1771261760,14455575,52,miner_pool_7,0.8507,105,207,0.9163,1
2840,1771261880,14654665,52,unknown_miner_86,0.9617,126,222,0.4474,0
2841,1771262000,15825303,53,miner_pool_9,0.8576,136,232,0.9035,1
2842,1771262120,15344265,53,miner_pool_10,0.968,99,216,0.863,1
2843,1771262240,14339444,64,miner_pool_9,0.9161,121,210,0.8585,1
2844,1771262360,15299894,49,miner_pool_1,0.9976,149,228,0.8965,1
2845,1771262480,14473812,57,miner_pool_2,0.9179,90,238,0.8778,1
2846,1771262600,14364990,50,miner_pool_9,0.8562,93,228,0.8884,1
2847,1771262720,14656154,40,miner_pool_6,0.8592,115,256,0.8877,1
2848,1771262840,15537096,38,miner_pool_3,0.8519,100,213,0.933,1
2849,1771262960,14872181,48,miner_pool_10,0.9563,118,244,0.9266,1
2850,1771263080,15728339,46,unknown_miner_238,0.9604,118,244,0.5657,1
2851,1771263200,14997414,50,miner_pool_6,0.9239,111,212,0.8448,1
2852,1771263320,15819992,48,miner_pool_9,0.9092,119,220,0.8834,1
2853,1771263440,14165922,51,miner_pool_6,0.9694,147,238,0.8099,1
2854,1771263560,15934236,47,unknown_miner_998,0.9784,116,216,0.6378,1
2855,1771263680,14584450,40,miner_pool_9,0.8586,125,236,0.8144,1
2856,1771263800,15014080,50,miner_pool_5,0.9501,94,209,0.9016,1
2857,1771263920,15187207,58,miner_pool_8,0.9367,131,226,0.8115,1
2858,1771264040,15886328,43,miner_pool_1,0.979,147,250,0.9451,1
2859,1771264160,14386366,58,unknown_miner_834,0.994,92,254,0.7126,1
2860,1771264280,15246803,48,unknown_miner_669,0.918,148,203,0.2484,1
2861,1771264400,15954680,52,miner_pool_9,0.9355,116,235,0.8091,0
2862,1771264520,14277270,51,miner_pool_10,0.9772,127,202,0.8694,1
2863,1771264640,15782009,44,miner_pool_3,0.8639,115,251,0.8849,1
2864,1771264760,15310257,50,miner_pool_2,0.984,114,216,0.825,1
2865,1771264880,15585059,56,miner_pool_7,0.9312,100,252,0.8175,1
2866,1771265000,14983149,57,miner_pool_1,0.9937,134,238,0.8052,1
2867,1771265120,15608656,51,miner_pool_10,0.9539,123,207,0.868,1
2868,1771265240,14757996,39,unknown_miner_351,0.9245,93,218,0.72,1
2869,1771265360,15009739,54,miner_pool_3,0.988,134,218,0.8771,1
2870,1771265480,15604563,40,miner_pool_4,0.9028,114,222,0.8216,1
2871,1771265600,14292648,62,miner_pool_2,0.8654,130,213,0.8897,0
2872,1771265720,14008441,49,miner_pool_10,0.9789,93,224,0.8245,1
2873,1771265840,15561744,47,miner_pool_8,0.9043,109,238,0.9039,1
2874,1771265960,14911418,47,miner_pool_8,0.9969,121,231,0.8454,0
2875,1771266080,14759460,45,miner_pool_3,0.8946,103,226,0.8732,1
2876,1771266200,15856613,55,unknown_miner_726,0.9943,136,256,0.5816,1
2877,1771266320,15489751,54,miner_pool_8,0.8546,132,223,0.8086,1
2878,1771266440,15052721,53,miner_pool_1,0.9494,129,214,0.9178,1
2879,1771266560,15138132,41,unknown_miner_151,0.9396,113,235,0.4279,1
2880,1771266680,14514134,57,miner_pool_6,0.9052,130,245,0.8767,1
2881,1771266800,14926417,43,miner_pool_10,0.9005,96,230,0.8874,1
2882,1771266920,14584211,40,miner_pool_4,0.9524,141,226,0.8153,1
2883,1771267040,15514222,59,miner_pool_7,0.8532,100,203,0.8078,1
2884,1771267160,14303284,45,miner_pool_2,0.9909,143,236,0.8192,1
2885,1771267280,14655863,55,miner_pool_8,0.9603,118,208,0.9026,1
2886,1771267400,15671902,49,miner_pool_6,0.9674,117,248,0.8902,0
2887,1771267520,14533380,66,miner_pool_7,0.9172,120,235,0.8268,1
2888,1771267640,14913078,33,miner_pool_2,0.8634,122,220,0.9022,1
2889,1771267760,15434911,52,unknown_miner_122,0.8642,101,226,0.5472,1
2890,1771267880,15820568,57,miner_pool_6,0.8716,143,256,0.9177,1
2891,1771268000,14787094,53,miner_pool_10,0.9527,150,256,0.9184,1
2892,1771268120,15145879,71,miner_pool_7,0.963,114,221,0.8639,1
